Order Number,Delivery Distance (miles),Order Size,Order Type,Total Dollars,Store Location,Delivered On Time,Test Phase,Predicted Delivered On Time
3069,0.5888816951205542,8,Online,82.71,Store C,No,Pre-Test,No
3070,6.046691672264834,3,Phone,36.89,Store C,Yes,Pre-Test,Yes
3071,8.772257630660425,3,Phone,80.61,Store B,No,Pre-Test,No
3072,2.2699181540957944,4,Online,51.17,Store B,No,Pre-Test,No
3073,6.104955267939781,5,Online,75.66,Store B,Yes,Pre-Test,No
3074,0.9811569962164066,3,Online,68.08,Store B,No,Pre-Test,No
3075,8.238558768894189,6,Online,93.69,Store C,Yes,Pre-Test,No
3076,3.1070766663429126,3,In-person,39.52,Store A,Yes,Pre-Test,No
3077,9.893157463354976,8,Online,19.9,Store C,Yes,Pre-Test,Yes
3078,9.25909139465288,4,Phone,80.95,Store B,Yes,Pre-Test,Yes
3079,7.458901714360783,5,Phone,83.15,Store C,Yes,Pre-Test,Yes
3080,5.2200050930291715,3,Online,12.35,Store A,Yes,Pre-Test,Yes
3081,7.782596562678568,5,Phone,21.35,Store B,Yes,Pre-Test,Yes
3082,1.7407859516562403,7,Phone,84.9,Store A,Yes,Pre-Test,No
3083,3.4468965763346264,3,In-person,64.05,Store C,No,Pre-Test,No
3084,0.755515691480142,3,In-person,50.75,Store C,Yes,Pre-Test,No
3085,6.627734095292531,1,Online,84.4,Store A,No,Pre-Test,Yes
3086,8.152607561774389,2,In-person,32.14,Store B,Yes,Pre-Test,No
3087,9.489712758375093,4,Phone,39.24,Store B,Yes,Pre-Test,No
3088,7.021818257977292,9,Online,79.62,Store B,No,Pre-Test,No
3089,7.4548667821159285,3,Online,63.19,Store A,Yes,Pre-Test,Yes
3090,9.006829893232036,5,Phone,28.76,Store C,No,Pre-Test,Yes
3091,9.3955912741522,9,Phone,90.46,Store B,Yes,Pre-Test,Yes
3092,5.167326723762205,4,Phone,99.49,Store C,No,Pre-Test,No
3093,1.5429802022286057,4,Phone,23.01,Store C,No,Pre-Test,Yes
3094,4.930964443785494,6,In-person,36.69,Store A,Yes,Pre-Test,No
3095,5.782701697286753,7,Phone,77.45,Store C,Yes,Pre-Test,Yes
3096,6.499675328257668,6,Online,21.11,Store C,Yes,Pre-Test,Yes
3097,9.898203294438098,4,In-person,51.81,Store C,No,Pre-Test,Yes
3098,9.21685054526232,7,Online,29.66,Store B,Yes,Pre-Test,Yes
3099,4.265459926084421,3,Phone,69.79,Store C,No,Pre-Test,No
3100,1.5778100195717435,3,Phone,42.38,Store B,No,Pre-Test,No
3101,2.5405201831153748,7,Online,86.33,Store B,Yes,Pre-Test,Yes
3102,2.151096416917495,6,Online,51.24,Store A,No,Pre-Test,No
3103,3.8821209079154673,2,Phone,58.29,Store B,No,Pre-Test,No
3104,8.826648197479704,1,In-person,90.01,Store B,No,Pre-Test,Yes
3105,4.660700808412833,6,Phone,79.17,Store A,No,Pre-Test,No
3106,5.889135028279643,9,In-person,82.8,Store C,Yes,Pre-Test,Yes
3107,2.2020853109677914,3,Phone,11.12,Store C,No,Pre-Test,No
3108,5.1820586693517665,9,In-person,69.16,Store B,Yes,Pre-Test,Yes
3109,8.799463353302773,6,Phone,51.94,Store A,Yes,Pre-Test,Yes
3110,7.84790100342173,4,Online,89.53,Store A,No,Pre-Test,Yes
3111,1.271311800090705,2,Online,13.44,Store A,Yes,Pre-Test,Yes
3112,8.689686553126094,9,Phone,86.03,Store C,No,Pre-Test,No
3113,3.101366925489302,5,Phone,22.19,Store A,Yes,Pre-Test,No
3114,6.824304368729689,5,In-person,63.27,Store A,Yes,Pre-Test,No
3115,1.8906375988559476,2,In-person,75.39,Store B,Yes,Pre-Test,No
3116,6.90912151581512,5,Phone,27.78,Store A,Yes,Pre-Test,Yes
3117,0.8391635741430515,6,In-person,25.0,Store A,No,Pre-Test,No
3118,6.206124660167069,2,Online,71.41,Store B,Yes,Pre-Test,No
3119,6.63643162223277,1,Online,25.05,Store C,No,Pre-Test,No
3120,2.8227187835611094,6,Phone,56.17,Store A,Yes,Pre-Test,Yes
3121,9.40127285224956,9,Online,33.63,Store A,No,Pre-Test,No
3122,0.9367376784045549,9,In-person,12.85,Store C,Yes,Pre-Test,No
3123,8.97123860445692,9,Phone,16.04,Store B,No,Pre-Test,Yes
3124,4.1280261326040435,5,Online,21.83,Store A,No,Pre-Test,No
3125,7.282190046173806,1,Phone,59.07,Store B,No,Pre-Test,Yes
3126,6.689710059805387,3,Online,29.03,Store A,No,Pre-Test,No
3127,2.098339052265957,8,Online,86.45,Store A,Yes,Pre-Test,Yes
3128,3.5304931181036583,9,Online,12.45,Store B,No,Pre-Test,Yes
3129,5.531898068669071,4,Online,69.35,Store A,Yes,Pre-Test,Yes
3130,8.541847568653765,3,Phone,18.06,Store A,Yes,Pre-Test,No
3131,9.571170721386952,2,Online,90.13,Store C,No,Pre-Test,No
3132,0.6955730167037967,5,Online,13.7,Store C,Yes,Pre-Test,Yes
3133,3.849303426974582,2,Online,22.87,Store A,Yes,Pre-Test,Yes
3134,6.847367283533395,9,Phone,34.99,Store B,Yes,Pre-Test,Yes
3135,5.513429615805337,9,Online,19.05,Store A,No,Pre-Test,Yes
3136,9.45871010063921,3,Online,92.04,Store A,Yes,Pre-Test,No
3137,0.6612096280915041,4,Online,21.91,Store C,No,Pre-Test,Yes
3138,4.658524286867541,9,Phone,17.47,Store A,Yes,Pre-Test,No
3139,6.853636554143911,1,Online,15.39,Store B,Yes,Pre-Test,No
3140,2.5670452817455813,7,Online,82.54,Store C,No,Pre-Test,No
3141,7.39577816809201,2,Phone,68.49,Store C,Yes,Pre-Test,No
3142,1.2716719681024307,9,In-person,78.12,Store B,No,Pre-Test,Yes
3143,4.784866030072497,3,Phone,73.44,Store A,Yes,Pre-Test,Yes
3144,6.924232083811695,6,In-person,97.11,Store B,No,Pre-Test,No
3145,3.034192718284575,5,In-person,79.16,Store B,Yes,Pre-Test,No
3146,1.2015409679149964,2,In-person,44.43,Store A,No,Pre-Test,Yes
3147,9.591705293094707,9,In-person,36.08,Store C,No,Pre-Test,No
3148,9.181318773554995,3,In-person,36.28,Store C,Yes,Pre-Test,Yes
3149,9.300514160311462,6,Phone,38.14,Store B,No,Pre-Test,No
3150,9.795772641328416,9,Online,26.77,Store B,No,Pre-Test,Yes
3151,2.25463151690803,8,Phone,45.38,Store A,Yes,Pre-Test,No
3152,1.9988719790282297,5,Phone,19.91,Store A,Yes,Pre-Test,No
3153,0.8250385689729318,6,Online,36.74,Store C,Yes,Pre-Test,No
3154,8.972316482368933,3,Online,25.76,Store A,Yes,Pre-Test,No
3155,7.651246990791544,5,Phone,92.77,Store B,No,Pre-Test,No
3156,6.515992905625694,6,Phone,51.51,Store B,No,Pre-Test,Yes
3157,9.312923512268304,3,Phone,84.03,Store B,Yes,Pre-Test,Yes
3158,5.963227837678723,2,Phone,62.96,Store C,Yes,Pre-Test,Yes
3159,1.7324421508927061,9,Online,63.87,Store C,No,Pre-Test,Yes
3160,2.180212511882575,7,In-person,10.29,Store B,Yes,Pre-Test,No
3161,1.7557473382119166,4,Phone,11.15,Store A,No,Pre-Test,No
3162,3.4227511208688086,3,In-person,35.09,Store C,Yes,Pre-Test,No
3163,4.105219914579331,4,In-person,15.32,Store B,Yes,Pre-Test,Yes
3164,8.069971114504531,9,Phone,34.95,Store A,Yes,Pre-Test,No
3165,2.3169121587307626,9,Phone,65.62,Store C,Yes,Pre-Test,No
3166,7.39096895201517,6,Online,73.82,Store B,No,Pre-Test,No
3167,5.166670770087823,9,In-person,65.11,Store C,Yes,Pre-Test,Yes
3168,9.996769250718591,9,Phone,59.9,Store C,No,Pre-Test,Yes
3169,7.877533379926256,6,Phone,17.31,Store A,No,Pre-Test,No
3170,9.705053392206281,5,Online,21.55,Store A,Yes,Pre-Test,Yes
3171,3.7523392655356194,3,Phone,13.69,Store C,Yes,Pre-Test,Yes
3172,1.6689768350794498,1,In-person,83.12,Store A,No,Pre-Test,No
3173,5.306010148879456,4,Phone,39.12,Store B,Yes,Pre-Test,No
3174,1.680275001703003,1,Phone,46.21,Store C,Yes,Pre-Test,No
3175,5.178291196189615,1,Online,66.18,Store B,No,Pre-Test,Yes
3176,3.0644397486661137,6,In-person,97.2,Store A,Yes,Pre-Test,Yes
3177,5.164948518066824,5,In-person,65.36,Store C,No,Pre-Test,Yes
3178,9.521543934408676,7,In-person,20.56,Store A,No,Pre-Test,Yes
3179,3.2458236101232236,1,Phone,91.23,Store A,Yes,Pre-Test,No
3180,9.93762346901083,1,Phone,30.67,Store A,No,Pre-Test,No
3181,2.6786299593388123,8,Phone,81.16,Store C,No,Pre-Test,Yes
3182,2.477029600471817,6,In-person,77.29,Store B,No,Pre-Test,No
3183,5.675490968492298,8,In-person,47.36,Store A,Yes,Pre-Test,Yes
3184,8.499426914002813,6,In-person,57.0,Store C,No,Pre-Test,Yes
3185,7.620283432226556,6,In-person,30.58,Store B,Yes,Pre-Test,Yes
3186,7.373600885311668,7,Phone,73.23,Store A,Yes,Pre-Test,No
3187,3.1850129409452435,2,Online,98.13,Store B,No,Pre-Test,Yes
3188,0.7139093726680757,3,In-person,48.45,Store B,No,Pre-Test,No
3189,2.0366087563703976,4,Online,99.81,Store B,No,Pre-Test,Yes
3190,3.819996360822139,1,In-person,32.72,Store B,Yes,Pre-Test,Yes
3191,9.730995630416906,9,Online,20.85,Store C,No,Pre-Test,No
3192,9.237885850751855,9,Online,99.86,Store C,No,Pre-Test,Yes
3193,2.406123579027943,4,Online,43.85,Store C,Yes,Pre-Test,No
3194,7.393413540854609,1,Phone,87.34,Store B,Yes,Pre-Test,Yes
3195,6.000660140582124,1,Online,12.66,Store C,No,Pre-Test,No
3196,0.9735051758333995,6,Phone,66.53,Store A,Yes,Pre-Test,No
3197,4.031203307336602,2,Online,10.3,Store A,No,Pre-Test,No
3198,5.117700533476074,1,Phone,55.41,Store C,No,Pre-Test,Yes
3199,6.841954171825967,2,In-person,76.29,Store B,Yes,Pre-Test,Yes
3200,3.301598602137213,7,In-person,65.92,Store C,Yes,Pre-Test,No
3201,9.371276976017581,4,Online,66.49,Store C,No,Pre-Test,No
3202,4.792851038684861,7,Phone,39.39,Store B,No,Pre-Test,Yes
3203,2.8610314291111685,7,In-person,67.04,Store C,No,Pre-Test,No
3204,3.5060668288488532,4,Phone,86.93,Store C,Yes,Pre-Test,No
3205,7.64291157188016,2,Phone,54.7,Store A,Yes,Pre-Test,Yes
3206,6.5827109919583515,9,In-person,58.75,Store A,Yes,Pre-Test,Yes
3207,7.55069120373491,3,Phone,85.45,Store C,Yes,Pre-Test,Yes
3208,3.277247340548548,1,Phone,20.97,Store C,Yes,Pre-Test,Yes
3209,3.605061875783672,8,Phone,64.1,Store B,No,Pre-Test,No
3210,4.268831607232459,4,In-person,52.7,Store C,No,Pre-Test,Yes
3211,2.2916334857025378,9,Phone,47.55,Store C,No,Pre-Test,No
3212,7.064923176894357,8,In-person,46.69,Store A,Yes,Pre-Test,Yes
3213,3.628820383739562,7,Phone,66.96,Store A,Yes,Pre-Test,Yes
3214,3.5992441293484423,9,Phone,90.78,Store C,No,Pre-Test,No
3215,3.0589672139278288,2,In-person,68.51,Store C,No,Pre-Test,No
3216,4.801864144663541,4,In-person,33.79,Store A,Yes,Pre-Test,Yes
3217,7.833772752725001,5,Phone,22.4,Store C,No,Pre-Test,Yes
3218,8.438282701853597,5,Phone,98.04,Store A,No,Pre-Test,Yes
3219,8.142824837990654,1,Online,37.37,Store C,No,Pre-Test,No
3220,6.4013389873129265,9,Phone,51.96,Store A,No,Pre-Test,No
3221,3.164061583053643,9,In-person,11.56,Store A,No,Pre-Test,No
3222,7.481124455179589,5,Phone,83.01,Store C,No,Pre-Test,No
3223,0.8739384465502227,3,Online,81.38,Store C,No,Pre-Test,No
3224,8.08244786944926,8,Phone,72.52,Store B,No,Pre-Test,No
3225,7.91216185863246,7,Online,42.05,Store C,Yes,Pre-Test,No
3226,6.86501057517654,5,In-person,43.63,Store C,Yes,Pre-Test,No
3227,1.4302917748629884,1,In-person,54.64,Store A,No,Pre-Test,Yes
3228,9.974742687518827,7,Phone,46.18,Store B,Yes,Pre-Test,Yes
3229,7.685887327809455,1,Online,25.16,Store B,No,Pre-Test,Yes
3230,7.480664894574983,1,In-person,30.79,Store B,Yes,Pre-Test,Yes
3231,1.1080745990284595,9,Phone,39.77,Store C,No,Pre-Test,No
3232,4.287698702442537,6,In-person,11.79,Store C,Yes,Pre-Test,Yes
3233,1.3186434966463236,7,Phone,40.71,Store A,Yes,Pre-Test,Yes
3234,3.9298515646858867,2,Online,83.9,Store A,No,Pre-Test,No
3235,5.919612766393242,8,Phone,52.23,Store B,Yes,Pre-Test,Yes
3236,8.849285789387846,7,In-person,26.71,Store A,Yes,Pre-Test,No
3237,3.1879084634477204,5,Phone,72.53,Store C,Yes,Pre-Test,No
3238,6.422439198581609,8,In-person,11.95,Store B,No,Pre-Test,Yes
3239,2.0641932622756536,2,Online,23.91,Store A,Yes,Pre-Test,Yes
3240,3.862656640951129,6,In-person,62.39,Store C,No,Pre-Test,No
3241,9.498756014745162,4,In-person,70.52,Store B,No,Pre-Test,Yes
3242,7.60258869803595,7,Online,36.53,Store B,Yes,Pre-Test,Yes
3243,5.685154759778132,6,Online,35.02,Store C,Yes,Pre-Test,Yes
3244,2.8911195919835353,6,Phone,11.86,Store A,No,Pre-Test,Yes
3245,4.107199615116943,5,Online,35.65,Store A,No,Pre-Test,No
3246,1.9885866715988878,5,In-person,96.34,Store C,Yes,Pre-Test,Yes
3247,3.8579383344220783,2,Phone,45.74,Store C,No,Pre-Test,Yes
3248,1.931011849728327,7,Online,39.5,Store C,Yes,Pre-Test,Yes
3249,8.055416813605586,7,In-person,66.39,Store A,No,Pre-Test,No
3250,1.2672113544517378,8,Online,99.02,Store A,Yes,Pre-Test,No
3251,2.299352058167498,4,In-person,49.39,Store C,No,Pre-Test,Yes
3252,7.066083932917162,9,Online,18.54,Store A,No,Pre-Test,No
3253,9.0739087679955,3,Phone,74.57,Store C,Yes,Pre-Test,No
3254,9.663620292792217,3,Phone,90.77,Store B,Yes,Pre-Test,No
3255,8.44221770903738,2,Phone,71.23,Store A,Yes,Pre-Test,Yes
3256,2.508981875479137,7,In-person,54.75,Store C,Yes,Pre-Test,No
3257,3.2142572154044724,2,Phone,32.18,Store A,Yes,Pre-Test,Yes
3258,8.772147353486252,7,Phone,50.14,Store A,Yes,Pre-Test,No
3259,8.948663165069053,3,Phone,48.0,Store C,No,Pre-Test,Yes
3260,6.586205075291068,1,In-person,96.64,Store C,No,Pre-Test,Yes
3261,3.479590442275265,8,Phone,13.33,Store B,Yes,Pre-Test,Yes
3262,2.6285382989367787,8,Phone,42.82,Store A,No,Pre-Test,Yes
3263,8.596685642996091,1,Online,37.99,Store C,No,Pre-Test,Yes
3264,2.44992248527268,6,In-person,98.39,Store C,Yes,Pre-Test,Yes
3265,6.787141331482962,4,Phone,10.58,Store C,Yes,Pre-Test,Yes
3266,9.695556755974255,5,Phone,36.32,Store C,No,Pre-Test,No
3267,7.200268228748046,8,Phone,97.65,Store C,No,Pre-Test,Yes
3268,2.9478679750636765,8,Online,24.33,Store A,Yes,Pre-Test,No
3269,3.183806062107226,7,Online,81.04,Store C,No,Pre-Test,No
3270,1.3825003664986013,5,Online,60.74,Store B,Yes,Pre-Test,Yes
3271,7.0192561546277155,6,Phone,91.54,Store B,Yes,Pre-Test,Yes
3272,5.425138973906094,8,In-person,88.58,Store B,No,Pre-Test,No
3273,2.461481145593587,5,In-person,61.86,Store B,Yes,Pre-Test,Yes
3274,2.662848855219586,3,Online,59.88,Store C,Yes,Pre-Test,No
3275,0.5857332702882396,9,Phone,23.6,Store C,Yes,Pre-Test,Yes
3276,9.794984291513138,9,In-person,15.44,Store C,No,Pre-Test,No
3277,8.366172762638849,1,Phone,75.89,Store A,Yes,Pre-Test,No
3278,4.2446145300181195,7,Online,65.13,Store B,Yes,Pre-Test,Yes
3279,9.48785358254387,4,Online,81.58,Store A,Yes,Pre-Test,No
3280,6.932639421966814,6,Phone,11.64,Store A,Yes,Pre-Test,Yes
3281,7.638894088464229,7,In-person,94.03,Store A,No,Pre-Test,No
3282,6.959577248800533,8,In-person,16.57,Store B,No,Pre-Test,No
3283,7.690063903565761,5,Online,91.42,Store A,Yes,Pre-Test,Yes
3284,2.123919817287978,5,Phone,27.21,Store A,Yes,Pre-Test,Yes
3285,5.842780976580581,6,Online,33.4,Store A,No,Pre-Test,No
3286,8.569074616190345,7,In-person,88.46,Store C,Yes,Pre-Test,Yes
3287,0.6856545477155545,5,Phone,50.63,Store A,No,Pre-Test,No
3288,1.67270805719114,5,Phone,72.5,Store B,No,Pre-Test,No
3289,2.8335781917803464,4,Online,91.0,Store C,Yes,Pre-Test,Yes
3290,3.2999036189129307,1,Phone,36.24,Store B,No,Pre-Test,No
3291,2.2356867326119825,7,Phone,22.22,Store C,No,Pre-Test,No
3292,6.431138704345129,7,Phone,58.64,Store B,Yes,Pre-Test,No
3293,3.293181176340563,6,Phone,44.94,Store A,Yes,Pre-Test,No
3294,2.0019485152791194,2,Online,81.89,Store C,Yes,Pre-Test,Yes
3295,9.105348730774603,2,Phone,10.45,Store C,No,Pre-Test,Yes
3296,7.102828049699631,6,In-person,62.23,Store C,Yes,Pre-Test,Yes
3297,2.8375580924636847,9,Online,56.43,Store C,No,Pre-Test,Yes
3298,3.929059516456132,5,Phone,86.47,Store B,No,Pre-Test,No
3299,7.537462847442637,7,Online,61.89,Store C,No,Pre-Test,No
3300,8.01364569891955,2,In-person,99.61,Store A,No,Pre-Test,No
3301,2.1761435714921764,6,Phone,12.39,Store A,No,Pre-Test,Yes
3302,9.397472798700452,6,Phone,55.32,Store B,Yes,Pre-Test,Yes
3303,7.960083420405116,6,Online,97.84,Store B,Yes,Pre-Test,Yes
3304,8.63973715277161,6,Online,95.1,Store C,No,Pre-Test,Yes
3305,1.8666586661513436,4,Online,29.67,Store C,Yes,Pre-Test,No
3306,1.861987946027139,5,Online,84.45,Store A,No,Pre-Test,No
3307,3.401004020140991,4,Online,82.48,Store A,Yes,Pre-Test,No
3308,1.1141409864372434,6,Phone,96.62,Store B,Yes,Pre-Test,Yes
3309,1.3651396051298237,9,Online,55.84,Store B,Yes,Pre-Test,No
3310,1.8604679774394037,5,Online,57.63,Store C,Yes,Pre-Test,No
3311,7.268082460506998,5,Online,80.78,Store A,No,Pre-Test,No
3312,0.7871877705913921,3,In-person,99.91,Store B,No,Pre-Test,Yes
3313,1.2908254230017056,7,Phone,37.82,Store C,No,Pre-Test,No
3314,9.469743593763972,5,Online,71.5,Store B,No,Pre-Test,Yes
3315,1.2947384758872689,2,Phone,70.4,Store C,Yes,Pre-Test,Yes
3316,5.605892517555517,9,Phone,87.16,Store B,Yes,Pre-Test,Yes
3317,6.604445326496054,5,Online,68.45,Store C,Yes,Pre-Test,Yes
3318,9.606638380295303,7,In-person,51.24,Store B,No,Pre-Test,Yes
3319,9.048125820160617,7,In-person,37.97,Store B,No,Pre-Test,Yes
3320,4.68648628827272,8,Phone,97.23,Store A,Yes,Pre-Test,Yes
3321,9.450558582506796,4,Online,40.22,Store B,No,Pre-Test,Yes
3322,4.606525810580222,7,Phone,32.96,Store C,No,Pre-Test,Yes
3323,6.864227796971006,3,Phone,81.34,Store A,No,Pre-Test,No
3324,2.966276671822838,9,Online,54.79,Store B,Yes,Pre-Test,Yes
3325,6.548122995950661,8,In-person,26.49,Store C,Yes,Pre-Test,Yes
3326,5.612794973782322,9,Phone,42.32,Store A,No,Pre-Test,No
3327,6.26489490616533,2,Phone,28.31,Store B,No,Pre-Test,Yes
3328,6.985186412669784,4,Phone,28.81,Store B,No,Pre-Test,Yes
3329,2.1478253509703062,1,Phone,16.82,Store C,Yes,Pre-Test,Yes
3330,3.3619966092687883,8,Phone,68.07,Store A,No,Pre-Test,No
3331,7.494293175792517,4,Online,43.41,Store A,No,Pre-Test,Yes
3332,2.056327869571483,4,In-person,15.36,Store A,No,Pre-Test,No
3333,3.770281317830033,7,Online,68.59,Store A,Yes,Pre-Test,No
3334,6.8315475653843825,6,Online,36.72,Store B,Yes,Pre-Test,Yes
3335,9.4076843593209,3,Online,24.58,Store C,No,Pre-Test,No
3336,1.2153519645958586,8,In-person,96.43,Store A,Yes,Pre-Test,Yes
3337,5.407327591361368,2,Online,16.73,Store B,Yes,Pre-Test,Yes
3338,1.278100722758662,1,In-person,44.8,Store A,Yes,Pre-Test,Yes
3339,4.101753534039636,2,Phone,65.4,Store B,No,Pre-Test,No
3340,2.166171788829781,9,Phone,99.41,Store A,Yes,Pre-Test,No
3341,6.669665014495877,5,Online,17.42,Store B,No,Pre-Test,Yes
3342,7.699409243569591,5,Phone,93.84,Store A,Yes,Pre-Test,Yes
3343,2.8497604623093946,6,Phone,89.28,Store C,Yes,Pre-Test,No
3344,7.272427916001087,3,Phone,80.13,Store C,No,Pre-Test,Yes
3345,4.744779909638457,1,Online,19.24,Store C,Yes,Pre-Test,Yes
3346,3.194010288696166,8,Online,36.18,Store C,No,Pre-Test,No
3347,5.472315852523979,7,In-person,34.4,Store B,Yes,Pre-Test,No
3348,4.106676366299173,8,Phone,58.08,Store C,Yes,Pre-Test,Yes
3349,2.684964418274844,9,Online,20.8,Store A,Yes,Pre-Test,No
3350,7.69002556323485,2,Phone,83.46,Store C,No,Pre-Test,No
3351,8.076479414885377,5,Online,71.4,Store C,No,Pre-Test,No
3352,8.102966287172533,2,In-person,87.5,Store B,No,Pre-Test,No
3353,4.130356562339099,8,In-person,30.04,Store A,Yes,Pre-Test,Yes
3354,2.1105202883890426,4,Online,65.84,Store B,No,Pre-Test,No
3355,8.483907174321045,4,Phone,86.59,Store B,No,Pre-Test,Yes
3356,3.628006826619027,8,In-person,14.54,Store C,No,Pre-Test,No
3357,7.606634621394186,7,Online,59.55,Store A,No,Pre-Test,Yes
3358,8.265780329919089,1,In-person,75.45,Store A,No,Pre-Test,Yes
3359,7.797448727226199,7,Online,43.44,Store B,No,Pre-Test,Yes
3360,4.203157291562673,3,In-person,41.82,Store B,No,Pre-Test,Yes
3361,9.411158902598068,5,Online,12.91,Store A,No,Pre-Test,No
3362,6.771542959628967,8,In-person,54.07,Store B,Yes,Pre-Test,No
3363,5.969589701052571,6,In-person,63.67,Store A,No,Pre-Test,No
3364,7.130136469712631,8,Online,76.64,Store A,No,Pre-Test,Yes
3365,0.9249076710212057,5,In-person,17.77,Store A,No,Pre-Test,Yes
3366,4.2098922413970605,9,Online,47.5,Store B,No,Pre-Test,Yes
3367,8.871562961539002,6,In-person,33.18,Store B,Yes,Pre-Test,Yes
3368,2.0302571642092846,9,In-person,28.62,Store A,No,Pre-Test,Yes
3369,4.436806153495132,4,Online,32.11,Store B,No,Pre-Test,Yes
3370,4.349855916133723,2,In-person,42.45,Store C,Yes,Pre-Test,Yes
3371,3.8823962516787325,8,In-person,75.95,Store C,Yes,Pre-Test,Yes
3372,5.84233762416031,5,Online,49.21,Store B,Yes,Pre-Test,Yes
3373,9.963881471064099,2,Phone,15.69,Store C,No,Pre-Test,No
3374,2.9305640634729824,6,Online,41.27,Store B,No,Pre-Test,Yes
3375,7.19709266446242,3,Phone,19.87,Store C,No,Pre-Test,Yes
3376,7.700952478868872,1,In-person,29.07,Store B,Yes,Pre-Test,Yes
3377,6.052735556956792,6,Phone,21.64,Store B,No,Pre-Test,No
3378,1.4260190350612194,8,Phone,97.48,Store A,No,Pre-Test,No
3379,5.937548224780325,1,Online,89.21,Store B,Yes,Pre-Test,Yes
3380,9.55791251888863,3,Phone,66.25,Store B,No,Pre-Test,No
3381,3.749571371692398,6,Phone,32.55,Store A,No,Pre-Test,Yes
3382,6.577037200604568,3,In-person,25.69,Store B,No,Pre-Test,Yes
3383,9.614278458039859,7,Online,85.78,Store B,Yes,Pre-Test,No
3384,8.080907671730095,6,Online,16.54,Store C,No,Pre-Test,No
3385,7.038923432121908,9,Phone,72.39,Store C,Yes,Pre-Test,No
3386,9.725914348298984,6,In-person,36.54,Store B,No,Pre-Test,Yes
3387,2.120538075338602,7,Online,54.07,Store A,Yes,Pre-Test,Yes
3388,7.841113490748467,2,In-person,75.58,Store A,Yes,Pre-Test,Yes
3389,4.364939789566347,4,Phone,13.27,Store C,Yes,Pre-Test,Yes
3390,3.9241010329647903,5,Phone,25.8,Store B,No,Pre-Test,Yes
3391,5.446388886818624,2,Online,68.24,Store C,Yes,Pre-Test,No
3392,0.820635058385853,7,Phone,92.78,Store A,Yes,Pre-Test,No
3393,3.4690313988194466,4,In-person,33.23,Store A,No,Pre-Test,Yes
3394,2.0790471979724128,9,In-person,23.47,Store A,No,Pre-Test,No
3395,1.817563544464395,8,Phone,93.23,Store C,Yes,Pre-Test,Yes
3396,3.704734845190932,9,Phone,87.88,Store A,Yes,Pre-Test,No
3397,8.121511401101738,8,In-person,91.88,Store B,Yes,Pre-Test,Yes
3398,2.410555144623153,5,Phone,21.22,Store A,Yes,Pre-Test,Yes
3399,5.548449952107892,9,Phone,93.12,Store A,Yes,Pre-Test,No
3400,7.612233843333972,5,Phone,62.32,Store A,No,Pre-Test,No
3401,2.7892295815986263,8,In-person,70.03,Store B,Yes,Pre-Test,Yes
3402,9.279931309679833,4,Phone,50.87,Store C,No,Pre-Test,No
3403,8.731730081650234,5,In-person,41.99,Store A,No,Pre-Test,No
3404,2.8861930114715046,4,Online,20.16,Store A,Yes,Pre-Test,Yes
3405,9.901561639975041,2,Phone,30.13,Store C,No,Pre-Test,No
3406,6.857125394092654,4,Phone,62.89,Store C,Yes,Pre-Test,Yes
3407,3.2179503554938034,5,Phone,38.52,Store B,Yes,Pre-Test,No
3408,6.969855825402896,6,Online,20.77,Store C,Yes,Pre-Test,No
3409,6.829358568831269,4,Phone,73.87,Store C,Yes,Pre-Test,No
